Order,Next,Count
1,27075,1
1,27083,10
1,27086,1
1,27088,4
1,27096,2
1,27112,1
1,27114,1
1,27135,2
1,27138,176
1,27146,2
1,27155,2
1,27161,20
1,27166,1
1,27169,3
1,27171,2
1,27177,3
1,27178,4
1,27189,1
1,27193,12
1,27194,1
1,27211,3
1,27216,1
1,27224,1
1,27231,37
1,27243,7
1,27263,2
1,27264,4
1,27277,1
1,27298,1
1,27299,1
1,27355,2
1,27356,1
1,27402,33
1,27424,1
1,27425,87
1,27442,2
1,27453,6
1,27454,3
1,27459,1
1,27468,69
1,27470,1
1,27472,12
1,27489,1
1,27490,7
1,27491,131
1,27492,6
1,27493,2
1,27494,573
1,27503,2
1,27506,11
1,27507,1
1,27508,1
1,27511,6
1,27512,7
1,27513,1
1,27515,21
1,27529,3
1,27530,2
1,27542,3
1,27544,1
1,27556,2
1,27573,6
1,27575,9
1,27578,6
1,27579,1
1,27580,1
1,27583,24
1,27589,6
1,27595,1
1,27596,2
1,27597,20
1,27598,1
1,27599,3
1,27602,2
1,27604,59
1,27607,31
1,27608,3
1,27611,13
1,27628,3
1,27663,97
1,27665,148
1,27668,1
1,27671,3
1,27683,34
1,27700,75
1,27701,2
1,27703,7
1,27704,260
1,27709,1
1,27713,1
1,27714,13
1,27726,2
1,27735,8
1,27738,3
1,27740,1
1,27743,55
1,27744,10
1,27754,1
1,27770,4
1,27774,9
1,27779,5
1,27781,2
1,27782,1
1,27784,12
1,27794,2
1,27798,3
1,27800,2
1,27801,19
1,27802,2
1,27803,1
1,27810,1
1,27818,1
1,27822,5
1,27825,1
1,27827,71
1,27832,3
1,27833,13
1,27835,58
1,27836,4
1,27838,16
1,27839,1
1,27841,4
1,27849,14
1,27850,1
1,27852,4
1,27861,169
1,27863,3
1,27872,1
1,27874,22
1,27877,363
1,27880,6
1,27888,77
1,27891,8
1,27915,17
1,27927,1
1,27929,26
1,27931,11
1,27934,16
1,27941,16
1,27946,18
1,27954,14
1,27963,8
1,27964,1
1,27965,1
1,27966,33
1,27969,79
1,27972,2
1,27973,4
1,27993,1
1,27994,1
1,27996,2
1,28003,4
1,28006,15
1,28009,14
1,28010,13
1,28014,3
1,28023,97
1,28024,1
1,28025,1
1,28031,2
1,28037,1
1,28040,6
1,28041,5
1,28049,1
1,28051,1
1,28078,1
1,28082,5
1,28092,8
1,28096,1
1,28113,17
1,28121,1
1,28122,1
1,28129,6
1,28136,4
1,28142,4
1,28145,5
1,28147,7
1,28149,13
1,28151,2
1,28152,62
1,28153,1
1,28165,4
1,28171,1
1,28186,1
1,28187,2
1,28191,2
1,28192,4
1,28193,4
1,28196,4
1,28201,1
1,28204,5
1,28207,7
1,28212,2
1,28222,4
1,28236,1
1,28246,18
1,28252,2
1,28255,1
1,28263,1
1,28271,5
1,28288,3
1,28304,39
1,28310,17
1,28316,1
1,28317,5
1,28319,2
1,28330,1
1,28331,68
1,28342,5
1,28356,1
1,28357,8
1,28359,1
1,28363,1
1,28369,1
1,28392,1
1,28408,2
1,28415,21
1,28417,3
1,28422,2
1,28431,2
1,28433,1
1,28436,8
1,28450,719
1,28451,1
1,28459,3
1,28465,2
1,28467,2
1,28472,3
1,28479,1
1,28497,1
1,28504,2
1,28507,1
1,28511,1
1,28516,8
1,28525,3
1,28526,9
1,28540,1
1,28541,2
1,28548,3
1,28558,1
1,28580,12
1,28608,1
1,28609,1
1,28611,6
1,28618,12
1,28629,1
1,28635,1
1,28639,806
1,28640,4
1,28649,2
1,28657,3
1,28670,1
1,28677,1
1,28678,1
1,28701,1
1,28703,1
1,28716,1
1,28722,1
1,28748,4
1,28760,2
1,28771,19
1,28779,31
1,28784,5
1,28797,2
1,28798,1
1,28810,1
1,28814,6
1,28818,3
1,28822,1
1,28836,24
1,28845,9
1,28847,5
1,28851,11
1,28856,3
1,28857,6
1,28858,4
1,28872,21
1,28879,29
1,28900,1
1,28909,1
1,28921,2
1,28925,13
1,28937,1
1,28954,1
1,28961,48
1,28966,2
1,28982,16
1,29001,1
1,29006,1
1,29017,3
1,29029,10
1,29030,1
1,29031,9
1,29032,1
1,29033,1
1,29036,15
1,29038,1
1,29066,6
1,29071,2
1,29074,1
1,29081,86
1,29105,14
1,29113,18
1,29121,1
1,29123,4
1,29128,3
1,29138,2
1,29141,120
1,29148,1
1,29151,14
1,29157,1
1,29158,1
1,29166,5
1,29172,1
1,29190,2
1,29228,3
1,29229,8
1,29233,6
1,29234,5
1,29237,1
1,29238,17
1,29240,2
1,29243,8
1,29246,70
1,29255,5
1,29256,12
1,29260,2
1,29273,4
1,29275,17
1,29279,5
1,29281,1
1,29287,52
1,29289,100
1,29305,25
1,29351,2
1,29356,3
1,29359,3
1,29376,17
1,29378,3
1,29380,8
1,29392,1
1,29399,9
1,29417,2
1,29420,1
1,29433,3
1,29436,2
1,29458,1
1,29467,1
1,29482,7
1,29492,1
1,29494,4
1,29508,11
1,29509,1
1,29518,1
1,29520,1
1,29544,23
1,29554,3
1,29557,1
1,29560,26
1,29563,46
1,29564,1
1,29572,53
1,29574,3
1,29575,11
1,29577,66
1,29579,1963
1,29599,1
1,29609,4
1,29618,2
1,29625,2
1,29632,1
1,29641,4
1,29645,11
1,29654,1
1,29657,1
1,29662,1
1,29664,12
1,29674,1
1,29677,3
1,29694,54
1,29699,28
1,29702,97
1,29705,5
1,29715,1
1,29721,1
1,29733,1
1,29738,4
1,29740,1
1,29743,1
1,29747,3
1,29748,30
1,29749,3
1,29750,3
1,29781,10
1,29787,1
1,29788,6
1,29790,9
1,29791,1
1,29792,44
1,29794,1
1,29796,1
1,29801,1
1,29802,2
1,29811,1
1,29827,44
1,29835,2
1,29852,2
1,29863,3
1,29872,7
1,29885,13
1,29898,3
1,29914,5
1,29916,2
1,29920,1
1,29923,2
1,29926,3
1,29953,1
1,29969,4
1,29976,22
1,29978,1
1,29983,89
1,29987,11
1,29992,37
1,29995,5
1,30000,53
1,30001,12
1,30002,21
1,30003,29
1,30005,1
1,30007,18
1,30008,1
1,30010,9
1,30011,1
1,30023,1
1,30028,49
1,30031,4
1,30035,1
1,30036,1
1,30041,32
1,30044,1
1,30053,19
1,30058,3
1,30059,2
1,30064,21
1,30069,32
1,30070,3
1,30073,1
1,30079,7
1,30084,1
1,30087,2
1,30094,2
1,30095,1
1,30097,1
1,30123,2
1,30130,1
1,30142,2
1,30149,1
1,30151,4
1,30171,1
1,30194,2
1,30202,1
1,30241,1
1,30274,2
1,30313,1
1,30328,7
1,30331,23
1,30332,15
1,30333,65
1,30334,778
1,30337,2
1,30340,125
1,30342,3
1,30343,190
1,30355,3
1,30365,1
1,30382,4
1,30399,1
1,30410,6
1,30422,22
1,30427,10
1,30431,8
1,30433,2
1,30435,27
1,30436,7
1,30439,42
1,30446,21
1,30450,1
1,30452,18
1,30456,68
1,30462,4
1,30465,23
1,30473,1
1,30475,2
1,30476,3
1,30494,168
1,30495,10
1,30496,5
1,30509,1
1,30524,3
1,30528,4
1,30555,1
1,30561,6
1,30563,12
1,30591,3
1,30629,1
1,30636,1
1,30683,2
1,30690,1
1,30691,3
1,30693,58
1,30697,1
1,30701,5
1,30707,52
1,30722,6
1,30740,3
1,30758,1
1,30770,6
1,30772,2
1,30799,10
1,30827,1
1,30828,8
1,30831,1
1,30862,3
1,30865,11
1,30871,1
1,30887,2
1,30889,1
1,30906,2
1,30913,8
1,30932,1
1,30952,1
1,30974,1
1,30990,3
1,31018,1
1,31019,1
1,31034,3
1,31036,1
1,31038,41
1,31040,3
1,31047,3
1,31048,3
1,31051,1
1,31056,4
1,31062,152
1,31063,69
1,31066,55
1,31069,5
1,31070,162
1,31072,1
1,31076,1
1,31077,3
1,31080,4
1,31085,32
1,31098,2
1,31103,4
1,31105,12
1,31118,3
1,31119,70
1,31142,1
1,31146,9
1,31150,47
1,31152,1
1,31153,1
1,31161,4
1,31165,5
1,31166,9
1,31167,8
1,31168,14
1,31169,14
1,31177,7
1,31178,1
1,31179,12
1,31185,29
1,31186,2
1,31192,4
1,31199,2
1,31206,146
1,31227,8
1,31232,1
1,31237,5
1,31243,17
1,31245,1
1,31255,2
1,31258,2
1,31264,4
1,31278,20
1,31281,8
1,31282,3
1,31287,4
1,31291,9
1,31292,1
1,31293,15
1,31295,1
1,31296,4
1,31302,23
1,31309,8
1,31319,3
1,31329,2
1,31330,2
1,31337,1
1,31348,2
1,31350,11
1,31354,42
1,31359,1
1,31361,1
1,31378,2
1,31391,22
1,31401,1
1,31402,1
1,31406,8
1,31431,4
1,31434,1
1,31435,200
1,31449,1
1,31452,2
1,31453,1
1,31455,3
1,31456,103
1,31461,9
1,31466,1
1,31471,8
1,31478,3
1,31481,20
1,31487,4
1,31503,1
1,31505,6
1,31513,2
1,31515,6
1,31526,2
1,31528,1
1,31532,61
1,31541,1
1,31545,1
1,31558,19
1,31561,26
1,31563,4
1,31564,1
1,31565,1
1,31569,2
1,31570,4
1,31572,9
1,31574,8
1,31590,1
1,31626,1
1,31631,4
1,31636,1
1,31637,1
1,31639,12
1,31642,1
1,31649,13
1,31661,1
1,31668,1
1,31680,38
1,31684,12
1,31686,9
1,31687,5
1,31689,5
1,31777,11
1,31783,1
1,31787,4
1,31807,3
1,31821,4
1,31826,2
1,31840,2
1,31859,7
1,31881,4
1,31890,4
1,31896,2
1,31909,1
1,31922,1
1,31925,1
1,31929,2
1,31934,14
1,31958,3
1,31975,2
1,31992,1
1,31995,35
1,32000,66
1,32002,2
1,32004,10
1,32005,3
1,32011,12
1,32013,6
1,32020,17
1,32024,1
1,32025,5
1,32026,11
1,32027,1
1,32032,52
1,32034,5
1,32043,15
1,32044,1
1,32047,4
1,32048,11
1,32057,6
1,32066,2
1,32067,8
1,32068,15
1,32076,2
1,32080,21
1,32085,1
1,32094,1
1,32097,1
1,32102,4
1,32113,57
1,32114,5
1,32118,10
1,32127,1
1,32143,5
1,32147,48
1,32153,4
1,32154,1
1,32160,12
1,32172,8
1,32173,15
1,32177,12
1,32178,4
1,32180,1
1,32181,1
1,32184,1
1,32191,2
1,32202,1
1,32203,1
1,32207,1
1,32209,1
1,32210,1
1,32214,5
1,32218,37
1,32222,1
1,32227,3
1,32232,10
1,32239,4
1,32244,2
1,32291,33
1,32302,2
1,32305,3
1,32317,18
1,32318,3
1,32321,1
1,32340,7
1,32361,2
1,32362,2
1,32363,1
1,32380,5
1,32386,2
1,32396,9
1,32406,2
1,32456,3
1,32536,1
1,32566,1
1,32570,2
1,32597,2
1,32618,4
1,32622,8
1,32626,5
1,32629,1
1,32645,1020
1,32648,1
1,32650,4
1,32652,4
1,32654,92
1,32676,21
1,32681,143
1,32687,1
1,32690,4
1,32701,17
1,32705,3
1,32714,2
1,32722,15
1,32724,6
1,32725,1
1,32735,5
1,32736,4
1,32737,1
1,32752,10
1,32764,8
1,32768,9
1,32769,22
1,32771,8
1,32773,54
1,32774,2
1,32780,6
1,32789,4
1,32819,9
1,32822,11
1,32829,2
1,32831,1
1,32854,135
1,32856,1
1,32858,5
1,32862,5
1,32879,8
1,32882,22
1,32884,3
1,32886,1
1,32887,3
1,32893,2
1,32894,2
1,32901,12
1,32903,2
1,32905,7
1,32918,82
1,32930,1
1,32937,1
1,32938,1
1,32943,1
1,32946,15
1,32954,2
1,32972,3
1,32974,3
1,32986,2
1,32990,8
1,32993,6
1,32996,1
1,32997,1
1,33012,1
1,33021,18
1,33026,4
1,33030,1
1,33032,25
1,33034,1
1,33067,30
1,33094,17
1,33098,1
1,33100,1
1,33105,1
1,33108,2
1,33109,8
1,33126,7
1,33131,1
1,33136,4
1,33137,1
1,33144,5
1,33145,1
1,33180,5
1,33210,3
1,33213,1
1,33220,1
1,33222,1
1,33240,10
1,33242,1
1,33247,2
1,33251,56
1,33255,41
1,33256,43
1,33258,46
1,33267,8
1,33268,13
1,33274,15
1,33287,4
1,33288,298
1,33290,26
1,33292,1
1,33293,3
1,33294,1
1,33298,5
1,33308,3
1,33310,20
1,33311,5
1,33322,5
1,33324,7
1,33337,5
1,33382,4
1,33390,1
1,33391,30
1,33394,28
1,33398,2
1,33406,2
1,33419,2
1,33437,3
1,33445,2
1,33449,1
1,33452,2
1,33454,1
1,33457,47
1,33459,6
1,33464,6
1,33465,2
1,33469,2
1,33489,3
1,33495,1
1,33499,1
1,33509,15
1,33510,2
1,33513,3
1,33521,50
1,33534,1
1,33538,9
1,33540,1
1,33541,2
1,33590,8
1,33600,2
1,33607,1
1,33609,23
1,33610,2
1,33615,1
1,33618,2
1,33624,4
1,33635,1
1,33655,10
1,33659,1
1,33670,1
1,33674,15
1,33682,1
1,33688,16
1,33698,2
1,33707,21
1,33725,18
1,33728,1
1,33729,2
1,33733,1
1,33738,4
1,33756,1
1,33759,7
1,33769,4
1,33775,67
1,33780,1
1,33787,1
1,33802,4
1,33833,1
1,33836,34
1,33841,5
1,33853,8
1,33865,18
1,33879,2
1,33883,6
1,33891,5
1,33894,4
1,33900,9
1,33914,2
1,33931,1
1,33945,13
1,33970,1
1,33976,4
1,33980,2
1,33985,1
1,33988,1
1,33995,43
1,34001,1
1,34003,1
1,34030,12
1,34065,1
1,34067,1
1,34074,6
1,34079,1
1,34081,5
1,34083,4
1,34101,3
1,34115,2
1,34137,2
1,34153,2
1,34157,3
1,34180,5
1,34203,5
1,34214,1
1,34217,11
1,34218,3
1,34219,1
1,34220,1
1,34224,4
1,34253,3
1,34255,14
1,34268,2
1,34269,22
1,34276,26
1,34277,4
1,34281,6
1,34282,2
1,34299,1
1,34310,3
1,34311,23
1,34349,10
1,34382,10
1,34384,1
1,34389,8
1,34395,5
1,34396,3
1,34398,6
1,34399,29
1,34411,5
1,34474,1
1,34503,4
1,34507,3
1,34521,6
1,34523,1
1,34560,96
1,34562,2
1,34584,1
1,34588,1
1,34597,1
1,34636,1
1,34645,8
1,34662,1
1,34701,1
1,34746,3
1,34782,1
1,34802,6
1,34811,1
1,34847,2
1,34875,2
1,34880,9
1,34886,7
1,34892,58
1,34893,2
1,34898,1
1,34899,32
1,34903,5
1,34905,2
1,34907,13
1,34913,29
1,34915,7
1,34920,25
1,34945,9
1,34987,3
1,34996,1
1,35009,3
1,35010,2
1,35023,4
1,35029,2
1,35036,7
1,35037,7
1,35050,1
1,35059,2
1,35060,1
1,35061,6
1,35064,1
1,35069,3
1,35079,8
1,35090,8
1,35109,2
1,35114,1
1,35140,5
1,35167,2
1,35186,2
1,35199,395
1,35201,10
1,35206,3
1,35207,3
1,35208,1
1,35211,7
1,35215,4
1,35222,10
1,35226,1
1,35233,1
1,35242,22
1,35250,1
1,35251,1
1,35258,13
1,35261,5
1,35264,39
1,35282,18
1,35299,172
1,35302,1
1,35320,1
1,35328,21
1,35330,2
1,35336,14
1,35342,3
1,35347,16
1,35350,48
1,35351,3
1,35352,64
1,35355,1
1,35363,2
1,35365,45
1,35370,3
1,35373,6
1,35377,18
1,35379,3
1,35380,1
1,35382,1
1,35387,4
1,35408,2
1,35413,4
1,35422,34
1,35424,4
1,35426,2
1,35430,5
1,35433,38
1,35437,2
1,35440,1
1,35441,17
1,35442,1
1,35443,7
1,35461,1
1,35463,1
1,35465,1
1,35468,9
1,35469,3
1,35477,1
1,35480,2
1,35486,88
1,35488,5
1,35492,1
1,35494,5
1,35498,29
1,35500,1
1,35504,1
1,35506,2
1,35519,62
1,35527,10
1,35531,2
1,35535,1
1,35542,67
1,35553,1
1,35558,2
1,35559,1
1,35563,1
1,35565,1
1,35569,1
1,35570,1
1,35576,21
1,35578,1
1,35584,3
1,35585,2
1,35588,4
1,35599,1
1,35609,10
1,35611,9
1,35613,6
1,35616,1
1,35624,6
1,35641,1
1,35657,25
1,35668,1
1,35672,6
1,35674,2
1,35676,51
1,35686,2
1,35695,6
1,35696,11
1,35698,2
1,35703,34
1,35712,6
1,35722,25
1,35728,1
1,35731,6
1,35734,2
1,35738,1
1,35828,1
1,35895,17
1,35905,1
1,35910,8
1,35912,2
1,35914,28
1,35920,1
1,35925,1
1,35937,36
1,35938,2
1,35946,1
1,35947,3
1,35978,12
1,35997,4
1,35998,39
1,36001,9
1,36002,6
1,36007,1
1,36008,5
1,36011,6
1,36012,14
1,36020,20
1,36024,2
1,36027,3
1,36031,2
1,36032,4
1,36033,19
1,36039,5
1,36040,3
1,36042,5
1,36049,2
1,36051,1
1,36060,12
1,36062,20
1,36066,15
1,36067,3
1,36068,1
1,36070,5
1,36074,34
1,36084,4
1,36104,1
1,36106,2
1,36111,1
1,36149,1
1,36176,1
1,36196,33
1,36203,66
1,36208,7
1,36212,1
1,36215,11
1,36229,9
1,36234,12
1,36249,82
1,36259,2
1,36264,1
1,36275,6
1,36317,5
1,36321,2
1,36330,1
1,36335,14
1,36339,1
1,36362,1
1,36367,2
1,36368,2
1,36386,1
1,36400,2
1,36406,1
1,36420,1
1,36424,1
1,36427,1
1,36447,4
1,36468,3
1,36493,3
1,36497,1
1,36523,10
1,36554,13
1,36556,4
1,36557,72
1,36562,3
1,36575,4
1,36587,1
1,36600,6
1,36603,1
1,36605,1
1,36606,4
1,36613,2
1,36617,14
1,36628,4
1,36637,9
1,36650,3
1,36655,2
1,36664,2
1,36671,2
1,36676,4
1,36677,1
1,36681,10
1,36763,14
1,36766,3
1,36776,3
1,36781,14
1,36783,2
1,36784,27
1,36785,3
1,36786,16
1,36794,2
1,36814,2
1,36816,2
1,36817,56
1,36827,3
1,36838,5
1,36842,1
1,36843,2
1,36848,10
1,36855,1
1,36861,5
1,36864,1
1,36865,1
1,36867,1
1,36870,6
1,36873,2
1,36879,2
1,36880,2
1,36884,2
1,36890,50
1,36895,17
1,36896,27
1,36898,2
1,36899,21
1,36913,10
1,36914,16
1,36920,26
1,36924,1
1,36929,1
1,36930,4
1,36935,1
1,36938,8
1,36939,25
1,36941,2
1,36942,9
1,36947,197
1,36948,69
1,36956,3
1,36960,16
1,36961,1
1,36963,6
1,36969,3
1,36974,2
1,36978,5
1,36981,2
1,36983,5
1,36984,12
1,36986,16
1,36988,16
1,36991,3
1,36996,5
1,36999,4
1,37000,1
1,37002,16
1,37007,2
1,37009,17
1,37013,1
1,37015,1
1,37027,13
1,37030,6
1,37034,5
1,37039,1
1,37041,9
1,37057,1
1,37059,1
1,37070,20
1,37073,1
1,37086,24
1,37089,75
1,37090,1
1,37096,91
1,37101,5
1,37109,1
1,37111,1
1,37117,82
1,37119,1
1,37122,1
1,37126,1
1,37129,1
1,37138,29
1,37141,15
1,37146,2
1,37159,1
1,37165,35
1,37193,3
1,37195,2
1,37196,1
1,37197,9
1,37202,9
1,37237,2
1,37240,12
1,37255,1
1,37257,3
1,37266,1
1,37276,1
1,37284,1
1,37291,5
1,37292,4
1,37294,1
1,37319,2
1,37323,4
1,37324,35
1,37325,31
1,37326,32
1,37327,28
1,37329,341
1,37340,19
1,37347,2
1,37397,1
1,37428,5
1,37444,3
1,37449,7
1,37467,3
1,37474,1
1,37476,3
1,37504,10
1,37507,4
1,37509,13
1,37521,1
1,37526,1
1,37528,5
1,37586,4
1,37628,1
1,37636,16
1,37666,2
1,37670,6
1,37675,17
1,37678,4
1,37679,4
1,37682,1
1,37706,1
1,37749,2
1,37758,25
1,37772,2
1,37780,1
1,37782,4
1,37786,1
1,37804,8
1,37805,37
1,37827,1
1,37854,4
1,37857,26
1,37912,3
1,37941,23
1,37956,1
1,37969,9
1,37979,2
1,38015,1
1,38026,1
1,38263,167
1,38272,44
1,38281,5
1,38283,94
1,38287,5
1,38289,5
1,38291,55
1,38292,15
1,38306,2
1,38307,2
1,38309,6
1,38313,5
1,38317,6
1,38321,3
1,38332,3
1,38346,3
1,38356,2
1,38357,1
1,38360,1
1,38364,23
1,38442,8
1,38446,33
1,38450,6
1,38451,1
1,38463,78
1,38464,10
1,38465,1
1,38468,2
1,38477,2
1,38480,6
1,38492,3
1,38498,43
1,38499,4
1,38500,4
1,38512,13
1,38515,84
1,38517,21
1,38518,4
1,38520,16
1,38525,108
1,38533,2
1,38534,24
1,38538,8
1,38539,89
1,38541,1
1,38542,9
1,38543,1
1,38548,1
1,38553,1
1,38555,10
1,38556,2
1,38563,2
1,38567,4
1,38570,1
1,38577,2
1,38583,2
1,38584,10
1,38587,1
1,38592,5
1,38593,2
1,38596,45
1,38597,17
1,38598,38
1,38601,2
1,38604,1
1,38609,1
1,38617,14
1,38619,1
1,38620,13
1,38626,34
1,38627,8
1,38632,8
1,38634,3
1,38642,20
1,38646,4
1,38647,3
1,38651,33
1,38656,3
1,38663,2
1,38666,1
1,38669,1
1,38684,2
1,38686,3
1,38695,2
1,38706,28
1,38712,6
1,38728,40
1,38737,30
1,38738,4
1,38742,5
1,38745,1
1,38748,25
1,38750,34
1,38754,45
1,38761,4
1,38772,1
1,38778,2
1,38797,3
1,38816,1
1,38824,3
1,38829,1
1,38836,1
1,38851,1
1,38867,199
1,38889,1
1,38899,60
1,38902,3
1,38907,3
1,38911,5
1,38914,3
1,38917,2
1,38918,53
1,38920,10
1,38922,1
1,38924,7
1,38926,2
1,38931,3
1,38936,25
1,38945,1
1,38957,32
1,38968,2
1,38971,2
1,38988,4
1,38989,2
1,38991,2
1,38995,1
1,38996,13
1,38997,2
1,38999,1
1,39000,2
1,39002,4
1,39006,28
1,39015,1
1,39023,13
1,39080,37
1,39131,10
1,39132,1
1,39135,18
1,39137,5
1,39149,1
1,39150,3
1,39151,3
1,39164,4
1,39166,9
1,39178,13
1,39192,58
1,39200,1
1,39208,17
1,39232,1
1,39250,2
1,39255,1
1,39318,60
1,39321,15
1,39336,3
1,39340,65
1,39342,2
1,39376,4
1,39381,8
1,39385,1
1,39409,1
1,39423,4
1,39426,1
1,39432,1
1,39438,8
1,39443,1
1,39472,1
1,39488,1
1,39493,3
1,39511,7
1,39515,3
1,39530,3
1,39592,22
1,39635,2
1,39636,60
1,39640,956
1,39641,1
1,39686,1
1,39717,1
1,39722,3
1,39729,9
1,39740,5
1,39746,4
1,39759,511
1,39764,4
1,39770,21
1,39791,16
1,39854,62
1,39952,3
1,39981,2
1,40023,1
1,40165,14
1,40169,3
1,40179,50
1,40180,6
1,40182,1
1,40232,7
1,40251,24
1,40284,1
1,40288,3
1,40372,7
1,40383,1
1,40388,4
1,40407,1
1,40441,1
1,40469,1
1,40479,1
1,40511,1
1,40565,22
1,40573,3
1,40575,11
1,40594,2
1,40599,848
1,40607,26
1,40613,5
1,40629,7
1,40635,175
1,40639,1
1,40643,65
1,40644,2
1,40654,5
1,40657,9
1,40658,1
1,40660,1
1,40664,3
1,40670,18
1,40680,34
1,40712,1
1,40718,13
1,40723,26
1,40736,2
1,40763,5
1,40778,130
1,40779,5
1,40782,1
1,40786,1
1,40801,2
1,40845,75
1,40848,1
1,40853,2
1,40860,9
1,42856,1
1,44032,71754
1,44033,7287
1,44036,9704
1,44039,28
1,44040,1898
1,44041,1
1,44048,4304
1,44049,494
1,44050,725
1,44051,27
1,44052,780
1,44053,6379
1,44054,1146
1,44057,6454
1,44058,20
1,44059,2
1,44060,13617
1,44061,569
1,44064,9
1,44068,64
1,44076,13
1,44077,2
1,44079,19
1,44080,1
1,44081,89
1,44088,19
1,44089,1
1,44096,19
1,44116,1
1,44144,9430
1,44145,53
1,44148,7132
1,44151,54
1,44152,1085
1,44160,1121
1,44161,61
1,44163,12809
1,44165,1
1,44169,43
1,44172,17195
1,44176,723
1,44180,237
1,44188,3
1,44191,10
1,44192,496
1,44193,1
1,44200,1629
1,44201,4084
1,44202,239
1,44204,2333
1,44208,7119
1,44216,770
1,44217,110
1,44220,511
1,44221,14728
1,44225,86
1,44228,15613
1,44256,56267
1,44257,3154
1,44260,602
1,44263,412
1,44264,1364
1,44266,3
1,44268,1
1,44272,54
1,44273,733
1,44275,1175
1,44277,19061
1,44278,35
1,44284,28120
1,44285,229
1,44288,13473
1,44292,190
1,44300,21
1,44305,4168
1,44312,91
1,44316,10
1,44333,3
1,44340,863
1,44341,7
1,44344,1
1,44348,1
1,44361,44
1,44368,14679
1,44396,27245
1,44397,64897
1,44400,10657
1,44403,77
1,44404,650
1,44405,35
1,44406,21
1,44412,4
1,44413,50
1,44415,38
1,44417,857
1,44418,3
1,44424,38
1,44425,2
1,44428,6309
1,44432,142
1,44452,304
1,44480,1413
1,44484,41
1,44488,9
1,44496,1
1,44497,1
1,44499,2
1,44508,2494
1,44512,897
1,44516,17
1,44536,28499
1,44537,3110
1,44540,3589
1,44544,3124
1,44545,9
1,44552,4840
1,44553,2722
1,44555,37
1,44557,112
1,44564,1
1,44592,56014
1,44596,975
1,44600,1467
1,44608,7127
1,44609,18
1,44611,73
1,44613,53
1,44618,313
1,44620,4462
1,44621,6
1,44622,25
1,44624,22
1,44628,94
1,44636,12
1,44637,86
1,44639,2
1,44641,20
1,44645,97
1,44648,293
1,44652,7
1,44656,1
1,44668,1
1,44669,3
1,44676,1
1,44677,1
1,44732,112
1,44733,14
1,44734,93
1,44736,1
1,44740,2
1,44749,74
1,44751,23
1,44752,2
1,44753,10
1,44760,1781
1,44779,1
1,44781,2
1,44788,43
1,44808,36
1,44844,114
1,44845,98
1,44848,3
1,44852,209
1,44860,28
1,44861,145
1,44863,1
1,44865,7
1,44866,18
1,44867,253
1,44872,1
1,44873,7
1,44893,7
1,44900,63
1,44921,1
1,44928,52
1,44944,2
1,44984,519
1,44985,1
1,44988,103
1,44992,44
1,44999,6
1,45000,177
1,45001,5
1,45003,7
1,45005,1
1,45006,3
1,45012,43
1,45016,1
1,45032,21
1,45033,5
1,45040,12
1,45044,2
1,45068,229
1,45072,52
1,45076,29
1,45084,7
1,45096,2
1,45124,260
1,45128,98
1,45130,150
1,45132,586
1,45139,128
1,45140,121
1,45143,33
1,45149,1019
1,45180,547
1,45184,57
1,45188,19
1,45196,81
1,45199,1
1,45208,31929
1,45209,548
1,45210,20
1,45212,2975
1,45215,1
1,45216,4221
1,45217,21
1,45224,7341
1,45225,330
1,45227,37
1,45228,1361
1,45229,233
1,45230,545
1,45231,13
1,45233,103
1,45235,188
1,45236,8693
1,45237,3
1,45240,697
1,45244,265
1,45252,57
1,45253,15
1,45255,8
1,45256,712
1,45257,296
1,45264,684
1,45265,3
1,45268,4
1,45272,3
1,45280,1
1,45285,133
1,45320,3132
1,45321,29
1,45323,7
1,45324,89
1,45328,1460
1,45330,3
1,45331,410
1,45336,712
1,45337,4
1,45339,21
1,45347,324
1,45348,4817
1,45349,75
1,45352,81
1,45356,210
1,45364,19
1,45365,11
1,45367,928
1,45368,5
1,45376,1150
1,45377,90
1,45380,79153
1,45392,2593
1,45395,1
1,45396,109
1,45397,171
1,45400,9
1,45404,21
1,45408,3
1,45412,2
1,45432,9595
1,45433,320
1,45436,1974
1,45440,434
1,45448,94
1,45449,15
1,45451,2
1,45453,1605
1,45458,1351
1,45459,683
1,45460,7
1,45480,3
1,45516,398
1,45544,72
1,45548,2
1,45552,7
1,45565,13
1,45572,2383
1,45573,459
1,45576,493
1,45580,134
1,45588,38
1,45589,6
1,45591,27
1,45593,3
1,45600,36
1,45608,1
1,45620,7
1,45656,232
1,45660,145
1,45664,7
1,45684,1400
1,45700,195
1,45705,3
1,45712,1118
1,45713,45
1,45716,92084
1,45720,1138
1,45721,21
1,45728,9
1,45733,2997
1,45734,138
1,45738,10
1,45740,62
1,45768,11104
1,45769,396
1,45772,1137
1,45776,222
1,45784,442
1,45785,9
1,45787,156
1,45789,226
1,45794,5
1,45796,123089
1,45797,189
1,45798,30
1,45800,9123
1,45803,144
1,45804,5160
1,45805,110
1,45806,53
1,45807,1
1,45811,3
1,45812,1757
1,45813,402
1,45815,111
1,45817,14035
1,45819,2
1,45823,59
1,45824,70739
1,45825,12
1,45828,95
1,45832,12
1,45840,52
1,45841,27
1,45843,92
1,45844,9
1,45845,38
1,45852,12
1,45908,4040
1,45909,1305
1,45912,6044
